Id,Expected
2997,1
2998,2
2999,2
3000,1
3001,1
3002,1
3003,2
3004,1
3005,1
3006,1
3007,1
3008,1
3009,1
3010,2
3011,1
3012,1
3013,2
3014,1
3015,2
3016,1
3017,1
3018,0
3019,2
3020,2
3021,1
3022,1
3023,1
3024,1
3025,1
3026,1
3027,1
3028,2
3029,2
3030,1
3031,2
3032,1
3033,1
3034,1
3035,1
3036,2
3037,0
3038,2
3039,1
3040,2
3041,1
3042,1
3043,2
3044,1
3045,2
3046,1
3047,1
3048,1
3049,1
3050,1
3051,1
3052,1
3053,1
3054,1
3055,1
3056,2
3057,1
3058,2
3059,1
3060,2
3061,0
3062,0
3063,1
3064,1
3065,2
3066,2
3067,1
3068,1
3069,1
3070,1
3071,0
3072,1
3073,1
3074,1
3075,1
3076,1
3077,1
3078,2
3079,1
3080,0
3081,2
3082,2
3083,2
3084,2
3085,0
3086,1
3087,1
3088,1
3089,1
3090,2
3091,1
3092,2
3093,0
3094,1
3095,2
3096,2
3097,2
3098,1
3099,2
3100,1
3101,2
3102,0
3103,1
3104,1
3105,1
3106,2
3107,2
3108,2
3109,2
3110,1
3111,1
3112,1
3113,1
3114,1
3115,1
3116,2
3117,1
3118,2
3119,1
3120,2
3121,1
3122,1
3123,1
3124,1
3125,2
3126,1
3127,0
3128,1
3129,1
3130,1
3131,1
3132,2
3133,1
3134,1
3135,0
3136,2
3137,1
3138,2
3139,2
3140,1
3141,0
3142,1
3143,1
3144,2
3145,1
3146,2
3147,1
3148,1
3149,1
3150,0
3151,1
3152,1
3153,2
3154,1
3155,1
3156,1
3157,1
3158,1
3159,2
3160,1
3161,1
3162,1
3163,1
3164,0
3165,1
3166,0
3167,2
3168,0
3169,2
3170,1
3171,1
3172,2
3173,1
3174,1
3175,1
3176,1
3177,2
3178,1
3179,0
3180,2
3181,1
3182,1
3183,0
3184,2
3185,1
3186,2
3187,0
3188,2
3189,1
3190,0
3191,2
3192,2
3193,2
3194,0
3195,0
3196,2
3197,1
3198,1
3199,2
3200,2
3201,1
3202,2
3203,2
3204,2
3205,1
3206,1
3207,1
3208,2
3209,1
3210,1
3211,1
3212,1
3213,2
3214,2
3215,2
3216,0
3217,2
3218,1
3219,2
3220,2
3221,1
3222,1
3223,1
3224,1
3225,1
3226,2
3227,1
3228,1
3229,2
3230,0
3231,1
3232,2
3233,1
3234,2
3235,2
3236,1
3237,1
3238,2
3239,2
3240,1
3241,0
3242,0
3243,2
3244,1
3245,2
3246,1
3247,1
3248,1
3249,1
3250,0
3251,1
3252,1
3253,1
3254,0
3255,1
3256,2
3257,2
3258,1
3259,1
3260,1
3261,0
3262,1
3263,1
3264,2
3265,2
3266,1
3267,1
3268,0
3269,2
3270,2
3271,2
3272,1
3273,2
3274,1
3275,2
3276,2
3277,2
3278,2
3279,1
3280,1
3281,1
3282,1
3283,2
3284,1
3285,1
3286,0
3287,0
3288,1
3289,1
3290,1
3291,1
3292,1
3293,2
3294,2
3295,1
3296,1
3297,0
3298,1
3299,2
3300,2
3301,1
3302,1
3303,2
3304,1
3305,1
3306,0
3307,1
3308,2
3309,1
3310,0
3311,0
3312,1
3313,1
3314,1
3315,0
3316,1
3317,2
3318,2
3319,2
3320,2
3321,1
3322,1
3323,2
3324,1
3325,1
3326,1
3327,2
3328,1
3329,2
3330,2
3331,2
3332,2
3333,2
3334,2
3335,1
3336,1
3337,1
3338,2
3339,2
3340,0
3341,2
3342,1
3343,0
3344,2
3345,2
3346,2
3347,2
3348,0
3349,1
3350,1
3351,0
3352,1
3353,1
3354,1
3355,1
3356,1
3357,1
3358,1
3359,1
3360,1
3361,1
3362,0
3363,1
3364,2
3365,2
3366,1
3367,2
3368,2
3369,1
3370,1
3371,1
3372,0
3373,2
3374,2
3375,1
3376,1
3377,1
3378,2
3379,2
3380,1
3381,1
3382,1
3383,1
3384,1
3385,2
3386,1
3387,2
3388,1
3389,1
3390,1
3391,1
3392,1
3393,1
3394,1
3395,2
3396,2
3397,1
3398,1
3399,1
3400,1
3401,1
3402,1
3403,2
3404,1
3405,1
3406,0
3407,1
3408,2
3409,1
3410,2
3411,1
3412,1
3413,1
3414,1
3415,1
3416,1
3417,0
3418,1
3419,1
3420,1
3421,2
3422,2
3423,1
3424,1
3425,1
3426,1
3427,2
3428,1
3429,1
3430,2
3431,1
3432,2
3433,1
3434,2
3435,1
3436,2
3437,1
3438,1
3439,1
3440,1
3441,1
3442,1
3443,1
3444,0
3445,1
3446,1
3447,1
3448,2
3449,1
3450,1
3451,1
3452,1
3453,1
3454,1
3455,1
3456,1
3457,1
3458,0
3459,0
3460,2
3461,1
3462,2
3463,1
3464,2
3465,1
3466,1
3467,2
3468,1
3469,1
3470,1
3471,1
3472,1
3473,1
3474,2
3475,1
3476,1
3477,1
3478,0
3479,1
3480,2
3481,2
3482,1
3483,1
3484,1
3485,0
3486,1
3487,0
3488,0
3489,2
3490,1
3491,1
3492,1
3493,2
3494,1
3495,2
3496,1
3497,2
3498,1
3499,1
3500,2
3501,1
3502,2
3503,1
3504,0
3505,1
3506,2
3507,1
3508,2
3509,2
3510,1
3511,2
3512,1
3513,1
3514,1
3515,2
3516,2
3517,2
3518,1
3519,1
3520,1
3521,2
3522,1
3523,2
3524,1
3525,2
3526,1
3527,1
3528,1
3529,1
3530,2
3531,0
3532,2
3533,2
3534,1
3535,1
3536,2
3537,1
3538,1
3539,2
3540,0
3541,1
3542,1
3543,2
3544,0
3545,1
3546,1
3547,1
3548,2
3549,1
3550,1
3551,2
3552,1
3553,0
3554,1
3555,1
3556,1
3557,1
3558,1
3559,2
3560,2
3561,2
3562,2
3563,1
3564,1
3565,1
3566,1
3567,0
3568,2
3569,2
3570,2
3571,2
3572,1
3573,2
3574,1
3575,1
3576,2
3577,1
3578,1
3579,0
3580,2
3581,2
3582,1
3583,1
3584,1
3585,1
3586,2
3587,1
3588,2
3589,1
3590,1
3591,1
3592,0
3593,0
3594,0
3595,2
3596,2
3597,2
3598,1
3599,2
3600,1
3601,1
3602,1
3603,0
3604,2
3605,2
3606,1
3607,1
3608,1
3609,2
3610,2
3611,2
3612,1
3613,2
3614,2
3615,1
3616,1
3617,1
3618,1
3619,2
3620,1
3621,1
3622,0
3623,1
3624,1
3625,1
3626,1
3627,0
3628,1
3629,0
3630,2
3631,2
3632,1
3633,1
3634,1
3635,1
3636,1
3637,1
3638,1
3639,2
3640,2
3641,2
3642,1
3643,1
3644,2
3645,0
3646,1
3647,1
3648,1
3649,0
3650,0
3651,1
3652,1
3653,1
3654,1
3655,1
3656,2
3657,1
3658,0
3659,2
3660,1
3661,0
3662,1
3663,1
3664,2
3665,2
3666,1
3667,0
3668,1
3669,1
3670,1
3671,1
3672,1
3673,1
3674,1
3675,1
3676,2
3677,1
3678,1
3679,2
3680,1
3681,2
3682,0
3683,2
3684,1
3685,1
3686,2
3687,2
3688,1
3689,1
3690,2
3691,1
3692,2
3693,2
3694,1
3695,1
3696,0
3697,0
3698,2
3699,0
3700,1
3701,1
3702,0
3703,2
3704,0
3705,1
3706,1
3707,1
3708,1
3709,2
3710,0
3711,1
3712,1
3713,1
3714,1
3715,0
3716,2
3717,0
3718,2
3719,1
3720,1
3721,1
3722,1
3723,2
3724,2
3725,1
3726,1
3727,1
3728,2
3729,1
3730,2
3731,1
3732,2
3733,1
3734,1
3735,1
3736,1
3737,2
3738,1
3739,2
3740,1
3741,2
3742,2
3743,1
3744,2
3745,2
3746,2
3747,1
3748,1
3749,1
3750,1
3751,2
3752,1
3753,1
3754,2
3755,2
3756,1
3757,1
3758,1
3759,0
3760,2
3761,2
3762,1
3763,1
3764,1
3765,1
3766,0
3767,1
3768,2
3769,1
3770,2
3771,2
3772,1
3773,1
3774,1
3775,0
3776,1
3777,1
3778,2
3779,2
3780,2
3781,1
3782,2
3783,1
3784,2
3785,1
3786,1
3787,1
3788,1
3789,1
3790,1
3791,0
3792,1
3793,1
3794,0
3795,2
3796,1
3797,1
3798,2
3799,1
3800,1
3801,1
3802,2
3803,0
3804,1
3805,1
3806,2
3807,0
3808,2
3809,1
3810,1
3811,1
3812,2
3813,0
3814,1
3815,1
3816,0
3817,1
3818,1
3819,2
3820,1
3821,1
3822,2
3823,2
3824,1
3825,1
3826,2
3827,1
3828,1
3829,1
3830,0
3831,1
3832,1
3833,1
3834,2
3835,2
3836,1
3837,2
3838,1
3839,1
3840,1
3841,0
3842,0
3843,2
3844,1
3845,2
3846,0
3847,0
3848,2
3849,1
3850,0
3851,1
3852,1
3853,2
3854,2
3855,1
3856,0
3857,2
3858,1
3859,1
3860,1
3861,2
3862,0
3863,1
3864,1
3865,1
3866,2
3867,1
3868,0
3869,1
3870,1
3871,1
3872,1
3873,0
3874,2
3875,1
3876,1
3877,1
3878,1
3879,1
3880,2
3881,1
3882,2
3883,2
3884,0
3885,1
3886,1
3887,1
3888,1
3889,1
3890,2
3891,2
3892,1
3893,0
3894,1
3895,1
3896,2
3897,1
3898,0
3899,1
3900,0
3901,2
3902,1
3903,1
3904,1
3905,2
3906,2
3907,1
3908,1
3909,1
3910,1
3911,2
3912,1
3913,1
3914,2
3915,1
3916,1
3917,1
3918,1
3919,1
3920,2
3921,1
3922,1
3923,1
3924,1
3925,0
3926,1
3927,1
3928,2
3929,1
3930,1
3931,1
3932,1
3933,1
3934,1
3935,2
3936,2
3937,1
3938,2
3939,1
3940,1
3941,1
3942,2
3943,1
3944,0
3945,2
3946,1
3947,1
3948,2
3949,1
3950,2
3951,1
3952,2
3953,1
3954,1
3955,0
3956,2
3957,2
3958,2
3959,1
3960,1
3961,1
3962,1
3963,1
3964,2
3965,2
3966,0
3967,2
3968,2
3969,1
3970,2
3971,1
3972,2
3973,1
3974,2
3975,0
3976,1
3977,1
3978,2
3979,1
3980,2
3981,1
3982,1
3983,2
3984,1
3985,2
3986,2
3987,1
3988,1
3989,2
3990,1
3991,1
3992,0
3993,1
3994,2
3995,2
3996,1
3997,2
3998,0
3999,2
4000,1
4001,2
4002,2
4003,2
4004,2
4005,1
4006,1
4007,0
4008,1
4009,2
4010,1
4011,1
4012,1
4013,2
4014,1
4015,1
4016,1
4017,1
4018,2
4019,1
4020,2
4021,2
4022,1
4023,1
4024,0
4025,1
4026,1
4027,1
4028,2
4029,2
4030,1
4031,2
4032,2
4033,1
4034,1
4035,1
4036,1
4037,2
4038,1
4039,1
4040,1
4041,1
4042,1
4043,1
4044,2
4045,1
4046,2
4047,2
4048,1
4049,2
4050,2
4051,1
4052,1
4053,2
4054,1
4055,0
4056,0
4057,1
4058,1
4059,2
4060,2
4061,2
4062,1
4063,0
4064,1
4065,2
4066,1
4067,1
4068,1
4069,1
4070,0
4071,0
4072,1
4073,1
4074,1
4075,2
4076,0
4077,1
4078,1
4079,1
4080,1
4081,1
4082,1
4083,2
4084,1
4085,1
4086,0
4087,1
4088,1
4089,2
4090,1
4091,0
4092,1
4093,1
4094,0
4095,1
4096,1
4097,1
4098,1
4099,1
4100,2
4101,1
4102,2
4103,2
4104,0
4105,2
4106,1
4107,2
4108,2
4109,1
4110,1
4111,1
4112,1
4113,2
4114,1
4115,1
4116,2
4117,1
4118,1
4119,2
4120,2
4121,2
4122,1
4123,2
4124,1
4125,1
4126,0
4127,1
4128,1
4129,1
4130,1
4131,1
4132,1
4133,1
4134,1
4135,1
4136,1
4137,1
4138,2
4139,1
4140,2
4141,1
4142,1
4143,0
4144,2
4145,1
4146,1
4147,1
4148,1
4149,1
4150,2
4151,1
4152,2
4153,1
4154,1
4155,1
4156,1
4157,2
4158,2
4159,1
4160,1
4161,2
4162,1
4163,1
4164,1
4165,0
4166,1
4167,2
4168,2
4169,1
4170,1
4171,1
4172,2
4173,1
4174,1
4175,2
4176,1
4177,1
4178,1
4179,0
4180,1
4181,1
4182,2
4183,2
4184,2
4185,1
4186,1
4187,2
4188,2
4189,1
4190,1
4191,2
4192,0
4193,2
4194,2
4195,0
4196,1
4197,2
4198,2
4199,1
4200,0
4201,1
4202,0
4203,1
4204,2
4205,0
4206,1
4207,2
4208,2
4209,2
4210,0
4211,1
4212,1
4213,0
4214,0
4215,1
4216,1
4217,1
4218,1
4219,1
4220,1
4221,2
4222,2
4223,1
4224,1
4225,2
4226,1
4227,2
4228,1
4229,1
4230,1
4231,1
4232,0
4233,1
4234,1
4235,2
4236,1
4237,2
4238,1
4239,1
4240,1
4241,2
4242,2
4243,1
4244,2
4245,2
4246,1
4247,1
4248,2
4249,2
4250,1
4251,1
4252,2
4253,1
4254,1
4255,1
4256,1
4257,1
4258,2
4259,2
4260,1
4261,2
4262,0
4263,0
4264,2
4265,1
4266,1
4267,0
4268,2
4269,1
4270,2
4271,1
4272,0
4273,1
4274,1
4275,2
4276,1
4277,1
4278,2
4279,0
4280,1
4281,2
4282,0
4283,1
4284,1
4285,2
4286,1
4287,0
4288,1
4289,1
4290,1
4291,1
4292,1
4293,1
4294,0
4295,0
4296,2
4297,1
4298,1
4299,2
4300,2
4301,1
4302,2
4303,1
4304,1
4305,1
4306,1
4307,2
4308,1
4309,1
4310,0
4311,1
4312,2
4313,1
4314,1
4315,1
4316,1
4317,2
4318,1
4319,2
4320,2
4321,2
4322,2
4323,2
4324,1
4325,1
4326,1
4327,2
4328,1
4329,1
4330,1
4331,1
4332,2
4333,1
4334,2
4335,0
4336,1
4337,2
4338,1
4339,2
4340,2
4341,0
4342,1
4343,0
4344,1
4345,1
4346,1
4347,1
4348,0
4349,2
4350,1
4351,0
4352,1
4353,2
4354,2
4355,2
4356,1
4357,2
4358,1
4359,1
4360,1
4361,1
4362,2
4363,2
4364,0
4365,1
4366,1
4367,1
4368,1
4369,1
4370,2
4371,0
4372,1
4373,1
4374,1
4375,2
4376,0
4377,1
4378,2
4379,1
4380,2
4381,0
4382,2
4383,2
4384,1
4385,2
4386,1
4387,1
4388,2
4389,1
4390,1
4391,1
4392,0
4393,2
4394,2
4395,1
4396,1
4397,1
4398,1
4399,1
4400,1
4401,1
4402,1
4403,2
4404,0
4405,1
4406,1
4407,1
4408,2
4409,1
4410,2
4411,2
4412,1
4413,2
4414,2
4415,1
4416,1
4417,2
4418,2
4419,2
4420,2
4421,0
4422,0
4423,1
4424,2
4425,1
4426,1
4427,1
4428,0
4429,0
4430,1
4431,1
4432,1
4433,1
4434,1
4435,1
4436,0
4437,0
4438,2
4439,2
4440,0
4441,2
4442,1
4443,1
4444,1
4445,1
4446,2
4447,2
4448,0
4449,1
4450,1
4451,1
4452,0
4453,1
4454,1
4455,2
4456,1
4457,1
4458,1
4459,1
4460,1
4461,1
4462,1
4463,2
4464,2
4465,1
4466,0
4467,1
4468,0
4469,2
4470,0
4471,2
4472,2
4473,1
4474,1
4475,1
4476,1
4477,2
4478,1
4479,1
4480,0
4481,1
4482,1
4483,1
4484,0
4485,1
4486,1
4487,0
4488,1
4489,2
4490,0
4491,2
4492,0
4493,2
4494,1
4495,2
4496,2
4497,1
4498,1
4499,1
4500,1
4501,1
4502,1
4503,1
4504,1
4505,0
4506,1
4507,2
4508,1
4509,1
4510,1
4511,1
4512,1
4513,1
4514,1
4515,1
4516,1
4517,1
4518,1
4519,1
4520,1
4521,0
4522,1
4523,2
4524,2
4525,0
4526,2
4527,1
4528,1
4529,1
4530,2
4531,1
4532,1
4533,1
4534,1
4535,1
4536,0
4537,1
4538,1
4539,1
4540,2
4541,2
4542,1
4543,2
4544,1
4545,1
4546,2
4547,1
4548,1
4549,1
4550,0
4551,1
4552,2
4553,2
4554,1
4555,2
4556,2
4557,1
4558,1
4559,2
4560,2
4561,2
4562,2
4563,1
4564,1
4565,1
4566,1
4567,1
4568,1
4569,1
4570,2
4571,1
4572,2
4573,0
4574,2
4575,2
4576,2
4577,0
4578,0
4579,1
4580,2
4581,2
4582,1
4583,1
4584,2
4585,2
4586,1
4587,2
4588,1
4589,1
4590,2
4591,2
4592,1
4593,1
4594,1
4595,2
4596,1
4597,2
4598,0
4599,1
4600,0
4601,0
4602,1
4603,2
4604,1
4605,1
4606,1
4607,1
4608,2
4609,1
4610,1
4611,0
4612,1
4613,1
4614,1
4615,1
4616,2
4617,1
4618,1
4619,1
4620,1
4621,2
4622,1
4623,1
4624,1
4625,1
4626,1
4627,1
4628,2
4629,1
4630,1
4631,1
4632,0
4633,0
4634,2
4635,1
4636,2
4637,2
4638,2
4639,2
4640,1
4641,1
4642,2
4643,0
4644,2
4645,1
4646,1
4647,0
4648,1
4649,1
4650,2
4651,1
4652,0
4653,2
4654,1
4655,1
4656,2
4657,1
4658,1
4659,2
4660,1
4661,1
4662,1
4663,2
4664,2
4665,1
4666,0
4667,0
4668,0
4669,1
4670,2
4671,1
4672,1
4673,1
4674,1
4675,1
4676,1
4677,2
4678,1
4679,1
4680,2
4681,1
4682,1
4683,0
4684,2
4685,1
4686,1
4687,1
4688,2
4689,2
4690,1
4691,2
4692,1
4693,1
4694,1
4695,0
4696,1
4697,1
4698,1
4699,1
4700,1
4701,1
4702,1
4703,2
4704,2
4705,1
4706,1
4707,1
4708,1
4709,2
4710,1
4711,1
4712,1
4713,2
4714,1
4715,1
4716,1
4717,1
4718,1
4719,2
4720,1
4721,2
4722,2
4723,2
4724,1
4725,1
4726,1
4727,0
4728,2
4729,1
4730,0
4731,0
4732,1
4733,2
4734,1
4735,1
4736,1
4737,2
4738,1
4739,1
4740,1
4741,1
4742,1
4743,1
4744,1
4745,1
4746,1
4747,1
4748,1
4749,0
4750,1
4751,0
4752,2
4753,0
4754,1
4755,1
4756,1
4757,2
4758,2
4759,1
4760,1
4761,1
4762,1
4763,0
4764,1
4765,2
4766,2
4767,1
4768,1
4769,1
4770,2
4771,2
4772,1
4773,1
4774,1
4775,0
4776,1
4777,0
4778,1
4779,2
4780,2
4781,2
4782,1
4783,1
4784,1
4785,2
4786,1
4787,1
4788,0
4789,0
4790,1
4791,1
4792,2
4793,1
4794,2
4795,1
4796,1
4797,2
4798,1
4799,1
4800,1
4801,1
4802,1
4803,1
4804,1
4805,1
4806,1
4807,0
4808,1
4809,1
4810,1
4811,1
4812,0
4813,1
4814,1
4815,1
4816,1
4817,1
4818,2
4819,1
4820,1
4821,1
4822,2
4823,0
4824,2
4825,0
4826,1
4827,2
4828,2
4829,2
4830,0
4831,1
4832,1
4833,1
4834,2
4835,1
4836,2
4837,1
4838,1
4839,1
4840,1
4841,1
4842,1
4843,1
4844,1
4845,1
4846,1
4847,2
4848,1
4849,2
4850,1
4851,2
4852,1
4853,0
4854,1
4855,0
4856,2
4857,2
4858,2
4859,0
4860,1
4861,1
4862,1
4863,1
4864,1
4865,1
4866,1
4867,1
4868,2
4869,1
4870,1
4871,0
4872,1
4873,1
4874,2
4875,2
4876,2
4877,1
4878,2
4879,1
4880,0
4881,1
4882,1
4883,1
4884,1
4885,0
4886,1
4887,2
4888,2
4889,1
4890,2
4891,0
4892,2
4893,2
4894,1
4895,0
4896,2
4897,0
4898,1
4899,2
4900,1
4901,1
4902,2
4903,2
4904,2
4905,2
4906,1
4907,1
4908,1
4909,1
4910,1
4911,2
4912,0
4913,0
4914,1
4915,2
4916,1
4917,0
4918,2
4919,1
4920,1
4921,2
4922,1
4923,1
4924,1
4925,1
4926,2
4927,1
4928,1
4929,2
4930,1
4931,2
4932,0
4933,2
4934,2
4935,1
4936,1
4937,1
4938,1
4939,0
4940,1
4941,1
4942,1
4943,2
4944,1
4945,1
4946,1
4947,1
4948,2
4949,0
4950,1
4951,1
4952,2
4953,1
4954,2
4955,1
4956,1
4957,1
4958,1
4959,1
4960,2
4961,1
4962,1
4963,2
4964,2
4965,1
4966,1
4967,1
4968,1
4969,2
4970,1
4971,2
4972,1
4973,1
4974,1
4975,2
4976,0
4977,2
4978,1
4979,1
4980,0
4981,1
4982,1
4983,1
4984,1
4985,0
4986,1
4987,1
4988,2
4989,2
4990,0
4991,1
4992,0
4993,1
4994,1
4995,1
4996,2
4997,1
4998,1
4999,1
5000,1
5001,1
5002,1
5003,1
5004,2
5005,1
5006,2
5007,1
5008,1
5009,2
5010,2
5011,1
5012,0
5013,2
5014,2
5015,1
5016,2
5017,2
5018,2
5019,2
5020,1
5021,1
5022,2
5023,0
5024,0
5025,1
5026,1
5027,2
5028,1
5029,1
5030,1
5031,1
5032,2
5033,1
5034,1
5035,1
5036,2
5037,1
5038,1
5039,1
5040,1
5041,1
5042,1
5043,2
5044,1
5045,1
5046,0
5047,1
5048,1
5049,1
5050,0
5051,1
5052,2
5053,1
5054,2
5055,2
5056,1
5057,2
5058,1
5059,2
5060,1
5061,1
5062,1
5063,2
5064,2
5065,1
5066,1
5067,2
5068,1
5069,2
5070,1
5071,1
5072,1
5073,2
5074,1
5075,2
5076,2
5077,2
5078,0
5079,2
5080,2
5081,1
5082,0
5083,1
5084,2
5085,1
5086,0
5087,1
5088,2
5089,2
5090,0
5091,2
5092,1
5093,1
5094,1
5095,2
5096,2
5097,1
5098,1
5099,1
5100,0
5101,2
5102,1
5103,1
5104,1
5105,1
5106,2
5107,2
5108,1
5109,1
5110,1
5111,1
5112,1
5113,2
5114,1
5115,1
5116,1
5117,1
5118,1
5119,2
5120,1
5121,0
5122,2
5123,2
5124,2
5125,1
5126,1
5127,1
5128,2
5129,1
5130,2
5131,2
5132,2
5133,2
5134,1
5135,2
5136,1
5137,1
5138,0
5139,2
5140,1
5141,1
5142,1
5143,2
5144,0
5145,1
5146,2
5147,1
5148,1
5149,1
5150,0
5151,1
5152,1
5153,1
5154,2
5155,1
5156,2
5157,2
5158,1
5159,1
5160,0
5161,1
5162,1
5163,1
5164,2
5165,1
5166,1
5167,1
5168,1
5169,1
5170,2
5171,0
5172,0
5173,0
5174,2
5175,2
5176,2
5177,2
5178,1
5179,1
5180,0
5181,1
5182,2
5183,2
5184,2
5185,0
5186,2
5187,2
5188,2
5189,0
5190,1
5191,0
5192,1
5193,2
5194,1
5195,0
5196,1
5197,1
5198,0
5199,1
5200,0
5201,1
5202,2
5203,2
5204,2
5205,0
5206,1
5207,2
5208,1
5209,2
5210,1
5211,1
5212,2
5213,1
5214,1
5215,2
5216,1
5217,2
5218,0
5219,2
5220,1
5221,1
5222,1
5223,1
5224,2
5225,1
5226,1
5227,2
5228,1
5229,1
5230,1
5231,1
5232,1
5233,2
5234,1
5235,1
5236,2
5237,1
5238,1
5239,2
5240,0
5241,1
5242,1
5243,1
5244,1
5245,2
5246,2
5247,1
5248,1
5249,1
5250,1
5251,2
5252,2
5253,2
5254,1
5255,2
5256,1
5257,0
5258,1
5259,2
5260,1
5261,2
5262,2
5263,2
5264,0
5265,2
5266,1
5267,2
5268,2
5269,2
5270,1
5271,1
5272,2
5273,1
5274,1
5275,1
5276,1
5277,0
5278,2
5279,1
5280,1
5281,1
5282,2
5283,2
5284,2
5285,2
5286,1
5287,1
5288,1
5289,2
5290,1
5291,2
5292,2
5293,2
5294,2
5295,2
5296,2
5297,1
5298,1
5299,2
5300,2
5301,1
5302,2
5303,2
5304,1
5305,1
5306,1
5307,1
5308,1
5309,2
5310,2
5311,0
5312,2
5313,1
5314,1
5315,2
5316,1
5317,1
5318,1
5319,1
5320,1
5321,2
5322,2
5323,2
5324,1
5325,1
5326,1
5327,1
5328,2
5329,1
5330,2
5331,1
5332,2
5333,2
5334,1
5335,2
5336,0
5337,1
5338,1
5339,1
5340,2
5341,1
5342,1
5343,1
5344,1
5345,2
5346,1
5347,1
5348,1
5349,0
5350,0
5351,1
5352,2
5353,1
5354,1
5355,1
5356,1
5357,0
5358,2
5359,1
5360,0
5361,1
5362,1
5363,2
5364,2
5365,1
5366,2
5367,2
5368,0
5369,1
5370,2
5371,1
5372,1
5373,1
5374,1
5375,1
5376,1
5377,1
5378,2
5379,1
5380,2
5381,1
5382,0
5383,2
5384,1
5385,2
5386,2
5387,1
5388,1
5389,2
5390,2
5391,2
5392,1
5393,1
5394,2
5395,1
5396,1
5397,2
5398,1
5399,1
5400,2
5401,1
5402,1
5403,2
5404,2
5405,1
5406,1
5407,1
5408,1
5409,2
5410,2
5411,1
5412,2
5413,1
5414,1
5415,2
5416,1
5417,1
5418,2
5419,1
5420,2
5421,1
5422,2
5423,1
5424,2
5425,1
5426,2
5427,2
5428,1
5429,0
5430,2
5431,1
5432,1
5433,1
5434,1
5435,2
5436,1
5437,2
5438,1
5439,2
5440,1
5441,1
5442,1
5443,1
5444,2
5445,1
5446,1
5447,1
5448,2
5449,1
5450,1
5451,1
5452,2
5453,2
5454,2
5455,1
5456,1
5457,1
5458,1
5459,1
5460,1
5461,2
5462,1
5463,2
5464,2
5465,2
5466,2
5467,1
5468,2
5469,1
5470,1
5471,2
5472,1
5473,2
5474,1
5475,1
5476,1
5477,2
5478,1
5479,0
5480,0
5481,2
5482,1
5483,1
5484,2
5485,1
5486,2
5487,1
5488,2
5489,2
5490,1
5491,2
5492,1
5493,1
5494,1
5495,1
5496,1
5497,2
5498,2
5499,2
5500,1
5501,0
5502,1
5503,1
5504,1
5505,1
5506,1
5507,1
5508,1
5509,0
5510,1
5511,1
5512,2
5513,2
5514,1
5515,0
5516,0
5517,1
5518,1
5519,1
5520,0
5521,0
5522,1
5523,0
5524,2
5525,2
5526,0
5527,1
5528,1
5529,1
5530,1
5531,1
5532,1
5533,1
5534,1
5535,1
5536,1
5537,2
5538,1
5539,0
5540,2
5541,2
5542,0
5543,1
5544,1
5545,1
5546,1
5547,2
5548,1
5549,1
5550,0
5551,1
5552,2
5553,0
5554,1
5555,1
5556,1
5557,2
5558,0
5559,2
5560,2
5561,0
5562,1
5563,1
5564,1
5565,0
5566,0
5567,1
5568,1
5569,1
5570,1
5571,1
5572,1
5573,1
5574,1
5575,1
5576,2
5577,2
5578,1
5579,1
5580,1
5581,1
5582,0
5583,1
5584,1
5585,2
5586,1
5587,1
5588,2
5589,1
5590,1
5591,2
5592,1
5593,1
5594,1
5595,1
5596,1
5597,0
5598,1
5599,2
5600,1
5601,2
5602,1
5603,2
5604,0
5605,2
5606,1
5607,2
5608,0
5609,1
5610,2
5611,2
5612,1
5613,0
5614,1
5615,0
5616,1
5617,0
5618,0
5619,2
5620,2
5621,2
5622,2
5623,1
5624,1
5625,1
5626,2
5627,1
5628,2
5629,1
5630,2
5631,2
5632,0
5633,1
5634,1
5635,1
5636,1
5637,0
5638,2
5639,1
5640,1
5641,1
5642,1
5643,0
5644,1
5645,2
5646,2
5647,2
5648,2
5649,1
5650,0
5651,1
5652,1
5653,1
5654,2
5655,1
5656,2
5657,1
5658,2
5659,2
5660,1
5661,0
5662,2
5663,2
5664,1
5665,1
5666,2
5667,2
5668,1
5669,1
5670,2
5671,0
5672,1
5673,1
5674,1
5675,2
5676,2
5677,1
5678,2
5679,1
5680,1
5681,1
5682,1
5683,1
5684,1
5685,1
5686,1
5687,1
5688,1
5689,1
5690,1
5691,1
5692,1
5693,2
5694,2
5695,2
5696,1
5697,2
5698,0
5699,2
5700,1
5701,1
5702,1
5703,1
5704,0
5705,1
5706,2
5707,1
5708,1
5709,1
5710,0
5711,0
5712,1
5713,1
5714,1
5715,0
5716,1
5717,2
5718,1
5719,1
5720,1
5721,2
5722,0
5723,1
5724,1
5725,2
5726,1
5727,1
5728,1
5729,1
5730,0
5731,0
5732,1
5733,2
5734,1
5735,2
5736,1
5737,2
5738,1
5739,1
5740,2
5741,2
5742,1
5743,2
5744,1
5745,1
5746,2
5747,1
5748,2
5749,2
5750,2
5751,2
5752,2
5753,1
5754,2
5755,1
5756,2
5757,1
5758,2
5759,1
5760,1
5761,2
5762,1
5763,2
5764,1
5765,1
5766,1
5767,2
5768,2
5769,2
5770,2
5771,2
5772,1
5773,1
5774,1
5775,1
5776,0
5777,2
5778,0
5779,0
5780,1
5781,1
5782,2
5783,2
5784,1
5785,1
5786,1
5787,0
5788,1
5789,2
5790,1
5791,2
5792,2
5793,1
5794,2
